query,id,Text,Text_processed,Sentiment,SentimentB
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371521314427703301,"RT @whimgrrl: @LetsFishSmarter I think a lot of Group3 r working w/ some incorrect assumptions bc of BC’s *initial* response to COVID, too.…",rt whimgrrl think lot group r working w incorrect assumption bc bcs initial response covid,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371991590256971776,RT @CTVToronto: Toronto’s Upper Canada College says it is moving all classes online for at least a week after reporting six cases in the pa…,rt ctvtoronto toronto upper canada college say moving class online least week reporting six case pa,-0.15,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370733960821620739,"@EduMinistryPK @Shafqat_Mahmood We don't want online classes
Our university has just opened now.we don't want too long vecations.why covid-19 only affect our education system.sir we want to let our classes be in university.thanks.",want online classesour university opened nowwe want long vecationswhy covid affect education systemsir want let class universitythanks,-0.05,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371262815193890823,RT @freespiritus: Why hasn’t the BCTF sought guidance from members to see if they would like to withdraw services and move classes online u…,rt freespiritus bctf sought guidance member see would like withdraw service move class online u,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371069153860321280,"@Johnthefinestt I use my data for online classes and zoom classes 
We have not resume in my school because covid cases was found in my school https://t.co/Tze2Ieoaul",use data online class zoom class resume school covid case found school,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369296668907233287,"@learner020118 Wow great 
Due to covid19 my online classes are running from IRIEEN Nasik
Hope ending or may June they'll call us there for exams",wow great due covid online class running irieen nasikhope ending may june theyll call u exam,0.2583333333333333,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371074104862777346,@VarshaEGaikwad @scertmaha Ma'am please conduct online exam as covid 19 is increasing and there might be a chance of children getting affected by covid 19. And we were also not able to study properly via online classes due to covid 19 . Please reconsider it. Thankyou ma'am 🙏,maam please conduct online exam covid increasing might chance child getting affected covid also able study properly via online class due covid please reconsider thankyou maam,0.125,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372496269524959233,"RT @satishjha: In view of rising covid19 cases, #Gujarat govt decides to cancel offline university exams till April 10, classes to be run o…",rt satishjha view rising covid case govt decides cancel offline university exam till april class run,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372644519615864834,"Anyone have any favourite yoga youtubers (like guided yoga)? I used to do a lot of yoga &amp; it made me feel so good but I have gotten out of the practice &amp; don't have $$ for classes (also, COVID). Lookin for suggestions if any of you have any free online resources you use, ty 💗🧘‍♀️",anyone favourite yoga youtubers like guided yoga used lot yoga amp made feel good gotten practice amp class also covid lookin suggestion free online resource use ty,0.55,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373247330472796172,"However, online/digital mode of education shall continue for classes 9, 10 and 11. #TamilNadu #COVID19 #lockdown2021 

https://t.co/ixzN7ddrBV",however onlinedigital mode education shall continue class,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369642393583169538,"Our Covid Response in Scotland has helped 522 clients, generated 11,092 calls and texts to help people #StayConnected, 5,383 interventions; delivering food, prescriptions, online classes and financial and community supports. @seanmacfarlane5 is also Link Worker of the Year! https://t.co/YCbBE2Pn8e",covid response scotland helped client generated call text help people intervention delivering food prescription online class financial community support also link worker year,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373147228433358848,"RT @Rvpandeyy: @DrMohanYadav51 @BJP4MP @BJP4India Respect sir,
I am student of Davv sir please give the confirmation on open book exam beca…",rt rvpandeyy respect siri student davv sir please give confirmation open book exam beca,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370336515281219591,"Covid actually made and then killed the vibe for online classes for me. After attending #TheMakersSummit2021, one thing is for sure - Virtual Conferences are here to stay! 
Well done @Inc42",covid actually made killed vibe online class attending one thing sure virtual conference stay well done inc,0.0999999999999999,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373346700476051457,"RT @Rvpandeyy: @TarunCh99607847 @DrMohanYadav51 @BJP4MP @BJP4India @ChouhanShivraj Respect sir,
I am student of Davv sir please give the co…",rt rvpandeyy respect siri student davv sir please give co,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371496261732470790,"Online classes in South Korea continue to fall short of expectations, with two main learning management platforms experiencing malfunctions a week into their second school year in the COVID-19 pandemic.

https://t.co/TEUEcCCiPe",online class south korea continue fall short expectation two main learning management platform experiencing malfunction week second school year covid pandemic,0.0555555555555555,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372539609427550209,RT @Dhirajreddy47: @DrRPNishank @narendramodi @AmitShah @PMOIndia @HMOIndia @transformIndia @mygovindia @PIB_India @MIB_India @DDNewslive @…,rt dhirajreddy,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370067851499827200,I thought my antidepressants stopped working but then I remembered I’ve been forced to take online classes for the last year while being told it’s for my own good when there’s no evidence masks or lockdowns have prevented the spread of COVID,thought antidepressant stopped working remembered ive forced take online class last year told good there evidence mask lockdown prevented spread covid,0.1333333333333333,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370656093744009218,"The last day of university: March 13, 2020 (Aka the first wave of covid)
The first day of spring break/online classes: March 13, 2021 (Aka the third wave of covid)",last day university march aka first wave covidthe first day spring breakonline class march aka third wave covid,0.125,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371095811342266374,"My brain can’t afford another year of online classes😭😭😭
#Covid_19 #BreakingNews",brain cant afford another year online classescovid,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371888039006502916,"Rockin' the Book Fair - one class at a time - 10 minutes between classes - face masks.  Also open tonight from 3pm - 6pm for families - still under covid precautions - and online for virtual shopping!
 #getbooksinkidshands https://t.co/PNnmKO4RHx",rockin book fair one class time minute class face mask also open tonight pm pm family still covid precaution online virtual shopping,0.35,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373269873766277120,"RT @StudentsOfIndi7: @DrRPNishank If we had online classes during the 1st wave of Covid, why are we having offline exams during the 2nd wav…",rt studentsofindi online class st wave covid offline exam nd wav,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370036531407241216,"#Sarajevo Canton returns online classes due to surge in Covid-19 cases https://t.co/8ikeo69gM6 #Bosnia, #coronavirus",canton return online class due surge covid case,-0.125,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369130347145785346,"RT @MayCeeMCA: @ramonbautista @inquirerdotnet GAGO KA, ROQUE.

My uncle and aunt died due to covid, my brothers and cousins (in the medical…",rt mayceemca gago ka roquemy uncle aunt died due covid brother cousin medical,-0.0625,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1368836857530781696,"@VarshaEGaikwad Respected mam, 
I Have some points to convey
1. It it difficult for us to prepare for hsc boards as online classes only gave us limited knowledge. 
2. As Covid-19 cases are again rising we are also concerned about our health.
3.More time is needed to prepare so I request delay",respected mam point convey difficult u prepare hsc board online class gave u limited knowledge covid case rising also concerned healthmore time needed prepare request delay,-0.2857142857142857,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371846892292816903,"RT @NderkaMadinane: #OJewaKeng 
Hii,I am currently enrolled at UP and due to covid 19 all my classes are online. I have no laptop and can't…",rt nderkamadinane hii currently enrolled due covid class online laptop cant,-0.0625,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371498323136380929,"Pleaseee yaaar sunloo ab bas hoagaya hai covid se
#GCUL_no_online_classes",pleasee yaar sunloo ab ba hoagaya hai covid segculnoonlineclasses,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371852813832179722,@RealBacchuKadu Sir we are requesting you to cancel board exam because in online classes we are not able to understand and many students are not having facilities of smartphones and laptops and covid cases are increasing day by day so please cancel board exam,sir requesting cancel board exam online class able understand many student facility smartphones laptop covid case increasing day day please cancel board exam,0.5,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372478546287808512,"PUBLIC SCHOOLS.

- Parents unwilling to pay for the online classes.
- Parents unwilling to pay annual charges for next session
- Schools protest the same can't start in absence of payments.
- Lethargy has creeped into children due to year long break.
- 'Covid 19' blocks the way.",public school parent unwilling pay online class parent unwilling pay annual charge next session school protest cant start absence payment lethargy creeped child due year long break covid block way,-0.0375,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370257712278278145,"tw // covid , covid-19

oh wow we normally have 7 online classes today but now it's only 2 because some of our teachers got covid 😐",tw covid covidoh wow normally online class today teacher got covid,0.125,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373015168582488065,New this week in Online Friday Folders: Summer School info. April menus. Community Ed &amp; Rec spring classes. Updated School Covid-19 Case &amp; Quarantine Count. PHS Awards Night info. Middle-school Track &amp; Field info. &amp; more from community partners! https://t.co/DXWAxBjbxr https://t.co/nMOnSikebm,new week online friday folder summer school info april menu community ed amp rec spring class updated school covid case amp quarantine count ph award night info middleschool track amp field info amp community partner,0.1363636363636363,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371177569727475714,"@ShahzadYunasPTI WHOLE YEAR WAS WASTED DUE TO COVID 19, ONLINE CLASSES DIDN'T DID US ANY BENEFIT, SCHOOLS WERE CLOSE HALF OF THE TIME AND SCHOOLS ARE STILL CLOSED, CANCEL CAIES IN PAKISTAN",whole year wasted due covid online class u benefit school close half time school still closed cancel cay pakistan,-0.0783333333333333,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370037415948222468,I don't understand why Pakistan can't keep educational institutes limited to online classes until covid is on the down low for good...,understand pakistan cant keep educational institute limited online class covid low good,0.2196428571428571,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372533742712074246,"With the sudden upsurge in COVID-19 cases in the country, we urge our learners, spellers, teachers &amp; parents to observe all laid down safety measures.
#StaySafe

Our Weekly Online English classes are back and will resume on 29th March!
#StudyFromHome https://t.co/HG2s1OGjJs",sudden upsurge covid case country urge learner speller teacher amp parent observe laid safety measuresstaysafeour weekly online english class back resume th marchstudyfromhome,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371431543261040642,RT @RichelleFlan: @naiireland @MSIRELAND sharing the issues of charities supporting people when source of income through fundraising slashe…,rt richelleflan sharing issue charity supporting people source income fundraising slashe,0.25,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371502059816632325,"RT @_TehreemOlakh: Pleaseee yaaar sunloo ab bas hoagaya hai covid se
#GCUL_no_online_classes",rt tehreemolakh pleasee yaar sunloo ab ba hoagaya hai covid segculnoonlineclasses,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369753327022444544,@jayrnski I want the virus to be gone already cause online classes are terrible. Let me touch some grass without worrying about covid. 🤣,want virus gone already cause online class terrible let touch grass without worrying covid,-1.0,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373319931631071236,RT @Suhani22599431: How can we complete so much portion is such less time. We havent even understood anything in online classes..Govt has a…,rt suhani complete much portion le time even understood anything online classesgovt,0.15,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371469461748916225,"@Qurrat_Speaks There's nothing is impossible.
I can attend lab in weaks for research. Following covid-19 sop's. And theory classes is easily set on online classes system.
It's simple",there nothing impossiblei attend lab weaks research following covid sop theory class easily set online class systemits simple,0.1444444444444444,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371557517461962753,"AMLO on remote instruction: ""Online classes are just not the same, López Obrador said before asserting that schools are students’ second home. “We need them to return to the classroom,” he said.
https://t.co/C865CnGRoT",amlo remote instruction online class lpez obrador said asserting school student second home need return classroom said,-0.05,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371799427497684994,"@DrRPNishank 
12 teachers, 2 staff at a government school in Hyderabad’s Mancherial have tested Covid positive. 

Can we please continue online classes. Or else, ensure strict Covid protocols in schools?

इसका कौन जिम्मेदार होगा माननीय  @PMOIndia @narendramodi @MoHFW_INDIA",teacher staff government school hyderabad mancherial tested covid positive please continue online class else ensure strict covid protocol school mohfwindia,0.2272727272727272,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371950368469487620,"From March 15, 2020:   David Pettinicchio, an assistant professor in the Department of Sociology, is one of the few course instructors who made the transition to online classes before the official decision of the university.  #COVID19 #pandemic https://t.co/UzCJl2M6wp",march david pettinicchio assistant professor department sociology one course instructor made transition online class official decision university,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370878142605369346,"One year ago today, Emerson officials announced that students would be forced to leave the Boston and ELA campuses due to rising COVID-19 cases around the country. For many students, the decision ignited a panicked scramble to get home. https://t.co/M5Aazose41",one year ago today emerson official announced student would forced leave boston ela campus due rising covid case around country many student decision ignited panicked scramble get home,0.0249999999999999,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369427995367272453,One year ago today we had shutdown classes for a week so that my team &amp; I could provide training to the whole campus on virtual meeting software &amp; resources for teaching online. I've been to campus twice since then &amp; one of those times was last week for a COVID vaccine.,one year ago today shutdown class week team amp could provide training whole campus virtual meeting software amp resource teaching online ive campus twice since amp one time last week covid vaccine,0.1,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372848162726014976,RT @superso09254565: why to cancel boards? first suffered from online classes. no concept are clear and what if while attending we get covi…,rt superso cancel board first suffered online class concept clear attending get covi,0.175,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369981757165088770,"@roryreckons This is why I hate class 😂 and always have my headphones in. B/w this and the intense undiagnosed anxiety I had, COVID forcing classes online benefited me 🥵",hate class always headphone bw intense undiagnosed anxiety covid forcing class online benefited,-0.3,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371813634695962631,"RT @CreativeNJ: @nwkarts are open with lessons and classes remotely during the COVID-19 pandemic

Online registration is just a few clicks…",rt creativenj open lesson class remotely covid pandemiconline registration click,-0.05,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372978691354034185,"I was telling someone about how during the Online classes during COVID I was so checked out during them I joined the teams calls, muted the class, and made lunch every day instead of learning...

Got a B- in the class.

That's the most college thing I've ever done.",telling someone online class covid checked joined team call muted class made lunch every day instead learninggot b classthats college thing ive ever done,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371199821474848774,RT @gimme_avocado: So many friends of mine had gotten covid and other stuff because of pandemic it was honestly the worst year for us and t…,rt gimmeavocado many friend mine gotten covid stuff pandemic honestly worst year u,-0.25,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370654504408977413,https://t.co/SQQDRS92dp are online college classes during COVID? NJ wants to know https://t.co/0IgqeLensL,online college class covid nj want know,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371039190268276737,"RT @WeUnitedParents: All ,
Parents are asking for is only  tuition fees to be charged during these tough Covid circumstances and online cla…",rt weunitedparents parent asking tuition fee charged tough covid circumstance online cla,-0.3888888888888889,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372607207775342601,"RT @SibteAli19: The state of Bangladesh which has far less COVID cases have already cancelled the exams, while Pakistan is still waiting. W…",rt sibteali state bangladesh far le covid case already cancelled exam pakistan still waiting w,0.1,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371881114092986368,@RealBacchuKadu Hello sir! In rising covid 19 cases it is impossible to take 10th 12th exams offline. Full year classes were online and exams offline? Students are tensed. Please make a favorable decision. If possinke please cancel board exam,hello sir rising covid case impossible take th th exam offline full year class online exam offline student tensed please make favorable decision possinke please cancel board exam,-0.1583333333333333,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372887855953965067,RT @ytealesgooo: covid really thought it could make us go through online classes for a year and we would be okay after it ended,rt ytealesgoo covid really thought could make u go online class year would okay ended,0.35,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373252614155042821,"#Covid19 #lockdown2021 

No online classes kindly!!!!!!!!!!!!!!!!!!!!!",online class kindly,0.6,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373055679796277251,"RT @OntarioSafe: ""Across the province, a record number of #onted schools are now shut down and offering online classes only, a Star analysi…",rt ontariosafe across province record number school shut offering online class star analysi,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372561375810236428,Back on Duke’s campus to get my COVID vaccine almost exactly a year after shoving the stuff from my dorm room into my car and preparing for online classes (and eventually graduating online) 🥲🥲🥲,back duke campus get covid vaccine almost exactly year shoving stuff dorm room car preparing online class eventually graduating online,0.125,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372799399743524866,"Dear @Shafqat_Mahmood 

We are extremely worried as our exams are near, especially O/A level exams, and we have not properly prepared due to online classes and COVID related stresses. Please cancel our papers",dear extremely worried exam near especially oa level exam properly prepared due online class covid related stress please cancel paper,-0.0249999999999999,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373111216202125313,"Time for TN Govt to move all schools/classes to online, except may be 12th standard.. 9th to 11th standard.. 

Also, all colleges, except may be final year.. 

Other states where #Covid is rising, should also follow.. 

@CMOTamilNadu 

#Covid2ndWave https://t.co/MBcUz7afnC",time tn govt move schoolsclasses online except may th standard th th standard also college except may final year state rising also follow cmotamilnadu covidndwave,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370395519625744384,"Debbie Elder, Owner / Head of School, @ShadyOakPrimary, Virginia, USA

We have evenly matched physical education and socio-emotional learning. During #COVID, we shifted to online classes. We have made lot of changes when we opened schools for students.

https://t.co/mjpgs7WaUf https://t.co/CADrYoojsx",debbie elder owner head school shadyoakprimary virginia usawe evenly matched physical education socioemotional learning shifted online class made lot change opened school student,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369174767086034946,@jumbomilkteaa i've been full online so far this semester and if it opens up like that i'm staying. there's no way to be able to stop the spread of covid with hallways full of students and full of classes with 20-30 kids with 6 classes a day. less time to eat. no way to actually social distance,ive full online far semester open like im staying there way able stop spread covid hallway full student full class kid class day le time eat way actually social distance,0.2404761904761904,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370845803791724544,Glasgow gym owner wins prestigious award for covid-safe online gym classes https://t.co/k5ZXpwjnSL,glasgow gym owner win prestigious award covidsafe online gym class,0.8,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373223786967789571,"@TangleFoxSFW I have that feeling. Back then before covid started, it was my first time doing college and when some orientation of meeting people hosted by them started, I had this great feeling to make a huge atonement of myself from the past. But now with online classes happening around-",feeling back covid started first time college orientation meeting people hosted started great feeling make huge atonement past online class happening around,0.24,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371105266687565832,"As the covid in Karnataka 
What the students should do even the exam are dancing in the head 
Due to online classes and school and College are taking exams offline

That's if but what the out of students will do as there is covid increase in Karnataka @CMofKarnataka @WHO 
@PMOInd",covid karnataka student even exam dancing head due online class school college taking exam offlinethats student covid increase karnataka pmoind,-0.125,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372184964817637382,"Today kicks off our Week of Giving! Seven day to raise $30,000 for our Annual Appeal. FGR rises above Covid-19 with in-person classes, Irish Online remote learning alternative, fullest possible slate of extra-curriculars, class retreats. Give today at https://t.co/JIVygBt3fu https://t.co/jTsVI2VJRx",today kick week giving seven day raise annual appeal fgr rise covid inperson class irish online remote learning alternative fullest possible slate extracurriculars class retreat give today,-0.0333333333333333,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372516243224268810,"Boost Your Knowledge &amp; Gain Career. Online Classes with Affordable Price.
.
GET YOUR FREE QUOTE TODAY‼️
Visit Us: https://t.co/qXcPDMpPZm
.
Call Us Now: +91 7415623424
.
#Nake #NakePlus #elearning #education #onlinelearning #learning #covid #edtech #school #distancelearning https://t.co/ObTAjaIMQh",boost knowledge amp gain career online class affordable priceget free quote todayvisit u call u nake,0.4,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372834392280764417,"Incidents of crime against women are rising. Police is taking action...In Jhunjhunu case,it emerged that accused use to see porn&amp;consume drugs.Due to online classes due to COVID,children now use smartphones, it may be that after classes they indulge in such things: #Rajasthan DGP https://t.co/RkzWF2oeKX",incident crime woman rising police taking actionin jhunjhunu caseit emerged accused use see pornampconsume drugsdue online class due covidchildren use smartphones may class indulge thing dgp,-0.125,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370387494303326221,Some college students just sat out semesters due to covid instead of taking online classes.  Interesting I never thought of that as an option.,college student sat semester due covid instead taking online class interesting never thought option,0.1875,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372284360712450056,"@medit8now All our classes have been completely online since the second half of Spring 2020. But since then, our enrollment plummeted due to Covid so there are literally no classes left to assign to adjuncts. I even took hybrid training over the summer so I’d be ready for last fall.",class completely online since second half spring since enrollment plummeted due covid literally class left assign adjunct even took hybrid training summer id ready last fall,0.0011904761904761,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372843279377702916,"@ZainabNaeem7 @hamzashafqaat @PashaSanya @CommissionerRwp APS chakla Garrison is open too, teachers are taking online classes from the school and there have been Covid19 cases reported amongst teachers. But that's Army Public School in other words untouchable.",aps chakla garrison open teacher taking online class school covid case reported amongst teacher thats army public school word untouchable,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371069422375481344,"@Johnthefinestt @dataisoxygen I use mine for online classes and zoom classes 
Have not resume school because of covid cases was found in my school since last month https://t.co/PggOiCEAQS",use mine online class zoom class resume school covid case found school since last month,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370095185435189249,RT @drunkjimim: It's my request to @Shafqat_Mahmood &amp; @ImranKhanPTI to start administration of Covid-19 vaccine in the Medical &amp; Dental col…,rt drunkjimim request amp start administration covid vaccine medical amp dental col,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371857832463699971,"One year to the day since classes went online, the world came to a stop and all went down hill from there!
#Covid_19",one year day since class went online world came stop went hill therecovid,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369965747867250690,"@VarshaEGaikwad @scertmaha @CMOMaharashtra @AjitPawarSpeaks now it's not just about covid 
teachers have taken online classes most student didn't understand anything 
then why exams are gonna offline.
you are just gonna ruined everything .
you are a monster",covid teacher taken online class student understand anything exam gonna offlineyou gonna ruined everything monster,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372646245332885508,"RT @TheDailyIowan: The University of Iowa has operated with more than 70 percent of its classes online for the last year. Now, professors a…",rt thedailyiowan university iowa operated percent class online last year professor,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371483225554554891,@KTRTRS @TelanganaCMO sir we are getting afraid of children’s position as the COVID cases are increasing.  Please instruct online classes. Request to close the schools . In AP school students are affected,sir getting afraid childrens position covid case increasing please instruct online class request close school ap school student affected,-0.6,-1.0
